objectid,object_location,,image_back,image_small,image_thumb,sortid,identifier,title,image_alt_text,fullname,firstname,familyname,occupation,creator,date,date_note,date_coverage,date_lifespan,description,note_sources,note_internal,subject,rights,rightsstatement,rightsstatement,location,language,format,source,latitude,longitude,type,youtubeid,vimeoid,object_transcript
f1964_1923,https://digimuseum.site/vpimages/f1964_1923_a.jpg,https://digimuseum.site/vpimages/f1964_1923_a_th.jpg,https://digimuseum.site/vpimages/f1964_1923_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1923_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1923_a_th.jpg,,f1964_1923,"Molin, C.W.",,C.W. Molin,,Molin,Handlande,Okänd,1861,ca,1861-1865,,Handlande Carl Wilhelm Molin (1832-). Delägare i firman Ström & Molin Wadstena. Arkiv i Vadstena Landsarkivet: Handelsbolaget Ström & Molin,,,,,,,,,,,,,,,,
f1964_1924,https://digimuseum.site/vpimages/f1964_1924_a.jpg,https://digimuseum.site/vpimages/f1964_1924_a_th.jpg,https://digimuseum.site/vpimages/f1964_1924_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1924_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1924_a_th.jpg,,f1964_1924,"Molin, C.W.",,C.W. Molin,,Molin,Handlande,A. & P. Jonason,1865,ca,1870-1875,,Handlande Carl Wilhelm Molin (1832-). Delägare i firman Ström & Molin Wadstena. Arkiv i Vadstena Landsarkivet: Handelsbolaget Ström & Molin,,,,,,,,,,,,,,,,
f1964_1925,https://digimuseum.site/vpimages/f1964_1925_a.jpg,https://digimuseum.site/vpimages/f1964_1925_a_th.jpg,https://digimuseum.site/vpimages/f1964_1925_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1925_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1925_a_th.jpg,,f1964_1925,"Lindberg, Anders Gustaf",,Anders Gustaf Lindberg,,Lindberg,Järnhandlare; Handlande; Rådman,,1868,ca,1865-1869,1834-1893,,"Anders Gustaf Lindberg 1834-08-23 Mjölby 1893-06-27 Vadstena Handlande, Rådman Vigsel 1868-10-12, Rystad Maka Bertha Johanna Strömberg D 1845-04-22, Jönköping ","Numrering 41, märkt V.J.",,,,,,,,,,,,,,
f1964_1926,https://digimuseum.site/vpimages/f1964_1926_a.jpg,https://digimuseum.site/vpimages/f1964_1926_a_th.jpg,https://digimuseum.site/vpimages/f1964_1926_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1926_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1926_a_th.jpg,,f1964_1926,"Lindberg, Bertha Johanna",,Bertha Lindberg,,Lindberg,,Maria Tesch,1885,ca,1881-1889,1845-1934,Gift med rådman A.G. Lindberg. f. Strömberg 1845-,Bertha Johanna Strömberg 1845-04-22 Jönköping D 1934-07-19 Vadstena Vigsel 1868-10-12 Make Anders Gustaf Lindberg,,,,,,,,,,,,,,,
f1964_1927,https://digimuseum.site/vpimages/f1964_1927_a.jpg,https://digimuseum.site/vpimages/f1964_1927_a_th.jpg,https://digimuseum.site/vpimages/f1964_1927_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1927_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1927_a_th.jpg,,f1964_1927,"Lindberg, Bertha Johanna",,Bertha Lindberg,,Lindberg,,F. Södergren,1880,ca,1881-1889,1845-1934,Gift med rådman A.G. Lindberg. f. Strömberg 1845-,Bertha Johanna Strömberg 1845-04-22 Jönköping D 1934-07-19 Vadstena Vigsel 1868-10-12 Make Anders Gustaf Lindberg,,,,,,,,,,,,,,,
f1964_1928,https://digimuseum.site/vpimages/f1964_1928_a.jpg,https://digimuseum.site/vpimages/f1964_1928_a_th.jpg,https://digimuseum.site/vpimages/f1964_1928_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1928_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1928_a_th.jpg,,f1964_1928,"Lignell, Nicolaus; Lignell, fru",,Nicolaus Lignell och fru,,Lignell,Järnhandlare; Handlande,Okänd,1864,ca,1864-1869,,Lignell övertog Beckmans Jernhandel i Wadstena och Skeninge. Mer information på kortets baksida.,,Fru Beckman?,,,,,,,,,,,,,,
f1964_1929,https://digimuseum.site/vpimages/f1964_1929_a.jpg,https://digimuseum.site/vpimages/f1964_1929_a_th.jpg,https://digimuseum.site/vpimages/f1964_1929_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1929_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1929_a_th.jpg,,f1964_1929,"Nohrberg, J.A.",,J.A. Nohrberg,,Nohrberg,Handlande,Okänd,1862,ca,1862-1868,,,,,,,,,,,,,,,,,,
f1964_1930,https://digimuseum.site/vpimages/f1964_1930_a.jpg,https://digimuseum.site/vpimages/f1964_1930_a_th.jpg,https://digimuseum.site/vpimages/f1964_1930_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1930_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1930_a_th.jpg,,f1964_1930,"Lundqvist, Erika",,Erika Lundqvist,,Lundquist,,Okänd,1865,ca,1864-1869,,,,,,,,,,,,,,,,,,
f1964_1931,https://digimuseum.site/vpimages/f1964_1931_a.jpg,https://digimuseum.site/vpimages/f1964_1931_a_th.jpg,https://digimuseum.site/vpimages/f1964_1931_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1931_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1931_a_th.jpg,,f1964_1931,"Lundqvist, Erika",,Erika Lundqvist,,Lundqvist,,Anders Andersson,1874,ca,1874-1879,,,,Lundqvist eller Lundquist?,,,,,,,,,,,,,,
f1964_1932,https://digimuseum.site/vpimages/f1964_1932_a.jpg,https://digimuseum.site/vpimages/f1964_1932_a_th.jpg,https://digimuseum.site/vpimages/f1964_1932_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1932_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1932_a_th.jpg,,f1964_1932,"Lundqvist, Erika",,Erika Lundqvist,,Lundqvist,,Swen Swensson,1897,ca,1894-1900,,Fröken Erika Lundqvist,,,,,,,,,,,,,,,,
f1964_1933,https://digimuseum.site/vpimages/f1964_1933_a.jpg,https://digimuseum.site/vpimages/f1964_1933_a_th.jpg,https://digimuseum.site/vpimages/f1964_1933_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1933_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1933_a_th.jpg,,f1964_1933,"Lindberg, Gustaf",,Gustaf Lindberg,,Lindberg,,Maria Tesch,1905,ca,1901-1910,,Gustaf eller Gösta Lindberg. Son till postmästare Gustaf Lindberg. Senare läkare i Norrköping.,,,,,,,,,,,,,,,,
f1964_1934,https://digimuseum.site/vpimages/f1964_1934_a.jpg,https://digimuseum.site/vpimages/f1964_1934_a_th.jpg,https://digimuseum.site/vpimages/f1964_1934_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1934_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1934_a_th.jpg,,f1964_1934,"Lindberg, Gustaf",,Gustaf Lindberg,,Lindberg,,Maria Tesch,1897,ca,1890-1899,,f. Vadstena 26/6 1887. Son till postmästare Gustaf Lindberg.,,,,,,,,,,,,,,,,
f1964_1935,https://digimuseum.site/vpimages/f1964_1935_a.jpg,https://digimuseum.site/vpimages/f1964_1935_a_th.jpg,https://digimuseum.site/vpimages/f1964_1935_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1935_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1935_a_th.jpg,,f1964_1935,"Malmgren, Oscar Wilhelm",,Oscar Malmgren,,Malmgren,Grosshandlare,S. Frankell & Börjesson,1877,ca,1871-1879,,,,,,,,,,,,,,,,,,
f1964_1936,https://digimuseum.site/vpimages/f1964_1936_a.jpg,https://digimuseum.site/vpimages/f1964_1936_a_th.jpg,https://digimuseum.site/vpimages/f1964_1936_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1936_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1936_a_th.jpg,,f1964_1936,"Larsson, Hedvig",,Hedvig Larsson,,Larsson,Källarmästare,Anders Andersson,1873,ca,1873-1875,,"Fru Hedvig Larsson, Källarmästare (? otydlig text)",,,,,,,,,,,,,,,,
f1964_1937,https://digimuseum.site/vpimages/f1964_1937_a.jpg,https://digimuseum.site/vpimages/f1964_1937_a_th.jpg,https://digimuseum.site/vpimages/f1964_1937_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1937_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1937_a_th.jpg,,f1964_1937,"Lagerdahl, Eva",,Eva Lagerdahl,,Lagerdahl,,Okänd,1866,ca,1864-1869,,Fru Eva Lagerdahl,,,,,,,,,,,,,,,,
f1964_1938,https://digimuseum.site/vpimages/f1964_1938_a.jpg,https://digimuseum.site/vpimages/f1964_1938_a_th.jpg,https://digimuseum.site/vpimages/f1964_1938_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1938_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1938_a_th.jpg,,f1964_1938,"Anderson, Fredrik Axel",,Axel Andersson,,Andersson,Sjökapten; Skepppsklarerare,Enqvist & Hollin,1875,ca,1870-1875,,,,,,,,,,,,,,,,,,
f1964_1939,https://digimuseum.site/vpimages/f1964_1939_a.jpg,https://digimuseum.site/vpimages/f1964_1939_a_th.jpg,https://digimuseum.site/vpimages/f1964_1939_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1939_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1939_a_th.jpg,,f1964_1939,"Lindstrand, Axel Fredrik",,Axel Lindstrand,,Lindstrand,Pastor,Okänd,1867,ca,1864-1869,,,,,,,,,,,,,,,,,,
f1964_1940,https://digimuseum.site/vpimages/f1964_1940_a.jpg,https://digimuseum.site/vpimages/f1964_1940_a_th.jpg,https://digimuseum.site/vpimages/f1964_1940_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1940_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1940_a_th.jpg,,f1964_1940,"Myrström, Axel",,Axel Myrström,,Myrström,Barberare,Okänd,1867,ca,1864-1870,,,,,,,,,,,,,,,,,,
f1964_1941,https://digimuseum.site/vpimages/f1964_1941_a.jpg,https://digimuseum.site/vpimages/f1964_1941_a_th.jpg,https://digimuseum.site/vpimages/f1964_1941_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1941_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1941_a_th.jpg,,f1964_1941,"Molin, Olga",,Olga Molin,,Molin,,Fredrique Holmstedt,1894,not.,,,,,Se design från datering,,,,,,,,,,,,,,
f1964_1942,https://digimuseum.site/vpimages/f1964_1942_a.jpg,https://digimuseum.site/vpimages/f1964_1942_a_th.jpg,https://digimuseum.site/vpimages/f1964_1942_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1942_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1942_a_th.jpg,,f1964_1942,"Linderos, Brita",,Brita Linderos,,Linderos,,Anders Andersson,1878,ca,1873-1877,,Fru Brita Margareta Linderos,,,,,,,,,,,,,,,,
f1964_1943,https://digimuseum.site/vpimages/f1964_1943_a.jpg,https://digimuseum.site/vpimages/f1964_1943_a_th.jpg,https://digimuseum.site/vpimages/f1964_1943_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1943_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1943_a_th.jpg,,f1964_1943,"Lundquist, Vendla",,Vendla Lundquist,,Lundquist,,Fredrik Borgstedt,1907,ca,1900-1909,,,,,,,,,,,,,,,,,,
f1964_1944,https://digimuseum.site/vpimages/f1964_1944_a.jpg,https://digimuseum.site/vpimages/f1964_1944_a_th.jpg,https://digimuseum.site/vpimages/f1964_1944_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1944_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1944_a_th.jpg,,f1964_1944,"Lindblad, Claes David",,Claes David Lindblad,,Lindblad,Läroverkslärare,Okänd,1869,ca,1865-1870,,"Claes David Lindblad (1828-1897). ""Kollega vid Läroverket 1858-93""",,,,,,,,,,,,,,,,
f1964_1945,https://digimuseum.site/vpimages/f1964_1945_a.jpg,https://digimuseum.site/vpimages/f1964_1945_a_th.jpg,https://digimuseum.site/vpimages/f1964_1945_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1945_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1945_a_th.jpg,,f1964_1945,"Lindberg, Bengt",,Bengt Lindberg,,Lindberg,,Maria Tesch,1886,ca,1882-1886,,Bengt Lindberg (1874-1926),,,,,,,,,,,,,,,,
f1964_1946,https://digimuseum.site/vpimages/f1964_1946_a.jpg,https://digimuseum.site/vpimages/f1964_1946_a_th.jpg,https://digimuseum.site/vpimages/f1964_1946_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1946_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1946_a_th.jpg,,f1964_1946,"Lindberg, Bengt",,Bengt Lindberg,,Lindberg,,Fredrique Holmstedt,1893,ca,1893-1896,,Bengt Lindberg (1874-1926). Chefred. Blekinge Läns Tidning.,,,,,,,,,,,,,,,,
f1964_1947,https://digimuseum.site/vpimages/f1964_1947_a.jpg,https://digimuseum.site/vpimages/f1964_1947_a_th.jpg,https://digimuseum.site/vpimages/f1964_1947_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1947_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1947_a_th.jpg,,f1964_1947,"Lindberg, Bengt",,Bengt Lindberg,,Lindberg,,Fredrique Holmstedt,1894,ca,1893-1896,,Bengt Lindberg (1874-1926). Chefred. Blekinge Läns Tidning.,,,,,,,,,,,,,,,,
f1964_1948,https://digimuseum.site/vpimages/f1964_1948_a.jpg,https://digimuseum.site/vpimages/f1964_1948_a_th.jpg,https://digimuseum.site/vpimages/f1964_1948_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1948_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1948_a_th.jpg,,f1964_1948,"Lindberg, Bengt",,Bengt Lindberg,,Lindberg,Chefredaktör,Alfred Dahlgren,1898,ca,1898-1905,,Bengt Lindberg (1874-1926). Chefred. Blekinge Läns Tidning.,,,,,,,,,,,,,,,,
f1964_1949,https://digimuseum.site/vpimages/f1964_1949_a.jpg,https://digimuseum.site/vpimages/f1964_1949_a_th.jpg,https://digimuseum.site/vpimages/f1964_1949_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1949_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1949_a_th.jpg,,f1964_1949,"Lindberg, Ingrid",,Ingrid Lindberg,,Lindberg,,Maria Tesch,1888,ca,1885-1889,,Ingrid Lindberg (1876-),,,,,,,,,,,,,,,,
f1964_1950,https://digimuseum.site/vpimages/f1964_1950_a.jpg,https://digimuseum.site/vpimages/f1964_1950_a_th.jpg,https://digimuseum.site/vpimages/f1964_1950_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1950_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1950_a_th.jpg,,f1964_1950,"Pettersson, Gustaf",,Gustaf Pettersson,,Pettersson,Bankvaktmästare,,1867,ca,1864-1869,1820-1898,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1951,https://digimuseum.site/vpimages/f1964_1951_a.jpg,https://digimuseum.site/vpimages/f1964_1951_a_th.jpg,https://digimuseum.site/vpimages/f1964_1951_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1951_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1951_a_th.jpg,,f1964_1951,"Högstedt, Hanna",,Hanna Högstedt,,Högstedt,Handelsidkerska,Fredrique Holmstedt,1896,ca,1892-1899,,"Hanna Högstedt, f. Petersson. Föreståndare för Vadstenaboden på Regeringsg. 22 i Stockholm, som sålde linne och spetsar.",,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1952,https://digimuseum.site/vpimages/f1964_1952_a.jpg,https://digimuseum.site/vpimages/f1964_1952_a_th.jpg,https://digimuseum.site/vpimages/f1964_1952_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1952_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1952_a_th.jpg,,f1964_1952,"Pettersson, Alfred",,Alfred Pettersson,,Pettersson,Bankkamrer,Okänd,1868,ca,1865-1869,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1953,https://digimuseum.site/vpimages/f1964_1953_a.jpg,https://digimuseum.site/vpimages/f1964_1953_a_th.jpg,https://digimuseum.site/vpimages/f1964_1953_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1953_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1953_a_th.jpg,,f1964_1953,"Pettersson, Alfred",,Alfred Pettersson,,Pettersson,Bankkamrer,Anders Andersson,1876,ca,1873-1878,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1954,https://digimuseum.site/vpimages/f1964_1954_a.jpg,https://digimuseum.site/vpimages/f1964_1954_a_th.jpg,https://digimuseum.site/vpimages/f1964_1954_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1954_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1954_a_th.jpg,,f1964_1954,"Pettersson, Hanna",,Hanna Pettersson,,Pettersson,Fläskhandlerska,Swen Swensson,1895,ca,1892-1899,,Hanna? Petterson. Fläskhandlerska på Skänningegatan 29. ,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1955,https://digimuseum.site/vpimages/f1964_1955_a.jpg,https://digimuseum.site/vpimages/f1964_1955_a_th.jpg,https://digimuseum.site/vpimages/f1964_1955_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1955_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1955_a_th.jpg,,f1964_1955,"Petersson, Numa",,Numa Pettersson,,Petersson,,Mats Hansen,1874,ca,,1837-1902,Numa Wilhelm Peterson var apotekare och affärsman. Han räknas som den svenska filmens första storentreprenör.,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1956,https://digimuseum.site/vpimages/f1964_1956_a.jpg,https://digimuseum.site/vpimages/f1964_1956_a_th.jpg,https://digimuseum.site/vpimages/f1964_1956_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1956_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1956_a_th.jpg,,f1964_1956,"Petersson, Gustaf R.",,Gustaf R. Petersson,,Petersson,Redaktör,Alfred Dahllöf,1895,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041238","14,8907069217978",Image;StillImage,,,
f1964_1957,https://digimuseum.site/vpimages/f1964_1957_a.jpg,https://digimuseum.site/vpimages/f1964_1957_a_th.jpg,https://digimuseum.site/vpimages/f1964_1957_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1957_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1957_a_th.jpg,,f1964_1957,"Odhner, H.S.",,H.S. Odhner,,Odhner,,Handlande; Kyrkovärd,1869,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1958,https://digimuseum.site/vpimages/f1964_1958_a.jpg,https://digimuseum.site/vpimages/f1964_1958_a_th.jpg,https://digimuseum.site/vpimages/f1964_1958_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1958_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1958_a_th.jpg,,f1964_1958,"Odhner, H.S.",,H.S. Odhner,,Odhner,Handlande; Kyrkovärd,,1868,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1959,https://digimuseum.site/vpimages/f1964_1959_a.jpg,https://digimuseum.site/vpimages/f1964_1959_a_th.jpg,https://digimuseum.site/vpimages/f1964_1959_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1959_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1959_a_th.jpg,,f1964_1959,"Odhner, H.S.",,H.S. Odhner,,Odhner,Handlande; Kyrkovärd,,1868,ca,,,"H.S. Odhner ""med fru f. Holmén"". Eller mor?",,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1960,https://digimuseum.site/vpimages/f1964_1960_a.jpg,https://digimuseum.site/vpimages/f1964_1960_a_th.jpg,https://digimuseum.site/vpimages/f1964_1960_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1960_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1960_a_th.jpg,,f1964_1960,"Odhner, H.S., Odhner, fru",,H.S. Odhner och fru Odhner,,Odhner,Handlande; Kyrkovärd,Fredrique Holmstedt,1894,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1961,https://digimuseum.site/vpimages/f1964_1961_a.jpg,https://digimuseum.site/vpimages/f1964_1961_a_th.jpg,https://digimuseum.site/vpimages/f1964_1961_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1961_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1961_a_th.jpg,,f1964_1961,"Odhner, H.S.",,H.S. Odhner,,Odhner,Handlande; Kyrkovärd,,1894,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1962,https://digimuseum.site/vpimages/f1964_1962_a.jpg,https://digimuseum.site/vpimages/f1964_1962_a_th.jpg,https://digimuseum.site/vpimages/f1964_1962_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1962_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1962_a_th.jpg,,f1964_1962,"Odhner, Maria",,Maria Odhner,,Odhner,,Anders Andersson,1877,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041236","14,8907069217978",Image;StillImage,,,
f1964_1963,https://digimuseum.site/vpimages/f1964_1963_a.jpg,https://digimuseum.site/vpimages/f1964_1963_a_th.jpg,https://digimuseum.site/vpimages/f1964_1963_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1963_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1963_a_th.jpg,,f1964_1963,"Odhner, Helga",,Helga Odhner,,Odhner,,C.H. Gustafsson,1882,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1964,https://digimuseum.site/vpimages/f1964_1964_a.jpg,https://digimuseum.site/vpimages/f1964_1964_a_th.jpg,https://digimuseum.site/vpimages/f1964_1964_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1964_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1964_a_th.jpg,,f1964_1964,"Odhner, Ebba",,Ebba Odhner,,Odhner,,Swen Swenssson,1895,ca,,,Frk. Ebba Odhner,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1965,https://digimuseum.site/vpimages/f1964_1965_a.jpg,https://digimuseum.site/vpimages/f1964_1965_a_th.jpg,https://digimuseum.site/vpimages/f1964_1965_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1965_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1965_a_th.jpg,,f1964_1965,"Nyberg, Otto V.",,Otto V. Nyberg,,Nyberg,Hamnbokhållare,Fredrique Holmstedt,1893,not.,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1966,https://digimuseum.site/vpimages/f1964_1966_a.jpg,https://digimuseum.site/vpimages/f1964_1966_a_th.jpg,https://digimuseum.site/vpimages/f1964_1966_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1966_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1966_a_th.jpg,,f1964_1966,"Odhner, Ebba; Nohrman, Signe",,"Ebba Odhner, Signe Nohrman",,Odhner,,C.H. Gustafsson,1882,ca,,,Ebba Odhner och Signe Nohrman,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041238","14,8907069217978",Image;StillImage,,,
f1964_1967,https://digimuseum.site/vpimages/f1964_1967_a.jpg,https://digimuseum.site/vpimages/f1964_1967_a_th.jpg,https://digimuseum.site/vpimages/f1964_1967_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1967_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1967_a_th.jpg,,f1964_1967,"Nordsten, J.A.",,J.A. Nordsten,,Nordsten,Handlande; Rådman,Joh. Ahlström,1865,ca,1863-1869,,,,,,,,,,,,,,,,,,
f1964_1968,https://digimuseum.site/vpimages/f1964_1968_a.jpg,https://digimuseum.site/vpimages/f1964_1968_a_th.jpg,https://digimuseum.site/vpimages/f1964_1968_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1968_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1968_a_th.jpg,,f1964_1968,Nilsson,,Nilsson,,Nilsson,Smed,,1868,ca,1863-1869,,,,,,,,,,,,,,,,,,
f1964_1969,https://digimuseum.site/vpimages/f1964_1969_a.jpg,https://digimuseum.site/vpimages/f1964_1969_a_th.jpg,https://digimuseum.site/vpimages/f1964_1969_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1969_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1969_a_th.jpg,,f1964_1969,"Nilsson, Tilda",,Tilda Nilsson,,Nilsson,,,1867,ca,1863-1869,,"Fru Tilda Nilsson, Fjuk",,,,,,,,,,,,,,,,
f1964_1970,https://digimuseum.site/vpimages/f1964_1970_a.jpg,https://digimuseum.site/vpimages/f1964_1970_a_th.jpg,https://digimuseum.site/vpimages/f1964_1970_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1970_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1970_a_th.jpg,,f1964_1970,"Nilsson, Gustava",,Gustava Nilsson,,Nilsson,Restauratris,Hulda Sanne,1865,ca,1863-1869,,"Mamsell Gustava Nilsson. Restauratris på (?), Östergötland",,,,,,,,,,,,,,,,
